,Товар,Количество,Сумма,Процент_продаж,Процент_колво,Сумма_продаж,Сумма_колво
2550,2643.0,4,40030.0,0.008120934334473688,0.008484282865990752,90.3837993148672,87.23327535740337
4752,4952.0,4,14102.5,0.002860991167921938,0.008484282865990752,97.362413181471,87.24175964026936
237,248.0,4,4930.0,0.0010001550404435493,0.008484282865990752,99.5862477662795,87.25024392313536
4364,4550.0,4,26584.0,0.005393128112606758,0.008484282865990752,93.79597212985745,87.25872820600135
2228,2308.0,4,34360.0,0.006970654602361127,0.008484282865990752,91.8650947858147,87.26721248886734
2899,3013.0,4,122070.0,0.024764487989238148,0.008484282865990752,75.08098830248744,87.27569677173334
1927,2002.0,4,36585.0,0.007422043033392952,0.008484282865990752,91.29093169389247,87.28418105459933
2900,3014.0,4,33910.0,0.00687936256012997,0.008484282865990752,91.9897348636644,87.29266533746532
1420,1462.0,4,40959.99,0.008309602526372691,0.008484282865990752,90.1288254611354,87.30114962033132
4913,5119.0,4,26205.0,0.005316239925927628,0.008484282865990752,93.91370702370001,87.30963390319731
2624,2722.0,4,34600.5,0.007019445127153555,0.008484282865990752,91.78816603098073,87.3181181860633
3628,3761.0,4,11181.0,0.00226830294263678,0.008484282865990752,98.15031702132102,87.3266024689293
376,390.0,4,5145.0,0.0010437723495095458,0.008484282865990752,99.54544387711255,87.33508675179529
652,671.0,4,9658.0,0.001959330097485558,0.008484282865990752,98.54396516088939,87.34357103466128
1695,1756.0,4,26770.0,0.005430862156728968,0.008484282865990752,93.7419152552258,87.35205531752727
4988,5197.0,4,164299.97,0.03333173288848355,0.008484282865990752,68.83795602699568,87.36053960039327
2554,2650.0,4,34373.99,0.0069734927705184906,0.008484282865990752,91.85812413121235,87.36902388325926
3878,4025.0,4,26940.0,0.005465350261571849,0.008484282865990752,93.6710356064595,87.37750816612525
188,199.0,4,13400.0,0.002718474146438856,0.008484282865990752,97.56321759139693,87.38599244899125
4138,4310.0,4,10930.0,0.002217382270192291,0.008484282865990752,98.21529555044877,87.39447673185724
1837,1907.0,4,39390.0,0.007991096763300488,0.008484282865990752,90.568770170941,87.40296101472323
260,271.0,4,27890.0,0.005658077906282067,0.008484282865990752,93.43237037008053,87.41144529758922
5219,5444.0,4,124600.0,0.025277752137782196,0.008484282865990752,74.53029251775412,87.41992958045522
4402,4589.0,4,25965.0,0.005267550836737679,0.008484282865990752,94.00362958183341,87.42841386332121
745,767.0,4,11360.0,0.0023046168883242837,0.008484282865990752,98.08628867396973,87.4368981461872
4235,4412.0,4,39420.0,0.007997182899449232,0.008484282865990752,90.52081141808888,87.4453824290532
3886,4034.0,4,24970.0,0.005065693987804346,0.008484282865990752,94.18991158233253,87.45386671191919
4696,4893.0,4,124545.0,0.0252665942215095,0.008484282865990752,74.58082673475414,87.46235099478518
2746,2851.0,4,24065.0,0.004882095547317244,0.008484282865990752,94.46330102912017,87.47083527765118
2161,2238.0,4,34011.369999999995,0.006899927614176575,0.008484282865990752,91.96908784965099,87.47931956051717
2881,2994.0,4,124419.97,0.025241229234753585,0.008484282865990752,74.60606796398889,87.48780384338316
1460,1503.0,4,41675.0,0.0084546574666298,0.008484282865990752,89.98653303430594,87.49628812624915
1179,1214.0,4,40760.0,0.008269030314093118,0.008484282865990752,90.21165259481795,87.50477240911515
4027,4189.0,4,24105.0,0.004890210395515569,0.008484282865990752,94.44864662763003,87.51325669198114
2631,2729.0,4,24383.0,0.004946608590493927,0.008484282865990752,94.36014917073527,87.52174097484713
4630,4826.0,4,26410.0,0.005357828522944044,0.008484282865990752,93.84432800309325,87.53022525771313
5097,5311.0,4,34645.0,0.007028472895774191,0.008484282865990752,91.77412419909395,87.53870954057912
3795,3936.0,4,38160.0,0.007741565181201996,0.008484282865990752,90.85915120707908,87.54719382344511
164,173.0,4,4600.0,0.0009332075428073685,0.008484282865990752,99.63281066380586,87.5556781063111
250,261.0,4,4235.0,0.0008591595529976534,0.008484282865990752,99.70903888813949,87.5641623891771
1245,1282.0,4,54175.0,0.010990547528606344,0.008484282865990752,87.05435549461427,87.57264667204309
3836,3977.0,4,20075.0,0.004072639439534331,0.008484282865990752,95.62235595926059,87.58113095490909
136,143.0,4,8180.0,0.001659486456557451,0.008484282865990752,98.9905898534637,87.58961523777508
5159,5378.0,4,16709.989999999998,0.003389975806138195,0.008484282865990752,96.56866402576478,87.59809952064107
3865,4009.0,4,20544.0,0.004167786034659691,0.008484282865990752,95.46580195045513,87.60658380350706
1583,1640.0,4,58480.0,0.011863908065951067,0.008484282865990752,86.24428706067343,87.61506808637306
578,595.0,4,12520.0,0.0025399474860757073,0.008484282865990752,97.79418260571752,87.62355236923905
3765,3905.0,4,16835.0,0.003415336735470011,0.008484282865990752,96.53803433039768,87.63203665210504
1506,1557.0,4,58800.0,0.011928826851537667,0.008484282865990752,86.18488849998063,87.64052093497104
2666,2767.0,4,16890.0,0.0034264946517427075,0.008484282865990752,96.5243526963353,87.64900521783703
4467,4657.0,4,213775.0,0.04336879183992287,0.008484282865990752,62.994879728931174,87.65748950070302
1845,1915.0,4,12500.0,0.002535890061976545,0.008484282865990752,97.7967184957795,87.66597378356902
3977,4138.0,4,59400.0,0.01205054957451254,0.008484282865990752,86.06527078080067,87.67445806643501
1869,1941.0,4,20328.0,0.004123965854388736,0.008484282865990752,95.54452571376797,87.682942349301
3308,3426.0,4,59525.0,0.012075908475132307,0.008484282865990752,86.01703105132972,87.691426632167
1569,1625.0,4,12455.0,0.0025267608577534293,0.008484282865990752,97.80430547310252,87.69991091503299
1894,1968.0,4,16952.0,0.003439072666450111,0.008484282865990752,96.5037557915095,87.70839519789898
4213,4388.0,4,59790.22,0.0121297139761113,0.008484282865990752,85.95649174382274,87.71687948076497
3955,4113.0,4,86600.0,0.017568646349373503,0.008484282865990752,80.72235247587886,87.72536376363097
5025,5237.0,4,85800.0,0.017406349385407003,0.008484282865990752,80.809738744294,87.73384804649696
